name,rating,age,gender,country
"Pang,",2477,23,M,CHN
"Lin,",2470,36,M,CHN
"Wang,",2463,23,M,CHN
"Lou,",2459,33,M,CHN
"Xu,",2458,62,M,CHN
"Ma,",2457,29,M,CHN
"Wang,",2454,22,M,CHN
"Zhao,",2453,22,M,CHN
"Zou,",2449,23,M,CHN
"Xiang,",2448,25,M,CHN
"Wang,",2446,26,M,CHN
"Kong,",2444,15,M,CHN
"Chen,",2442,18,M,CHN
"Zhao,",2442,39,M,CHN
"Chen,",2441,30,M,CHN
"Lu,",2441,14,M,CHN
"Chu,",2419,28,M,CHN
"Zhang,",2413,17,M,CHN
"Li,",2410,47,M,CHN
"Xu,",2405,25,M,CHN
"Gong,",2404,15,M,CHN
"Wu,",2403,17,M,CHN
"Li,",2403,27,M,CHN
"Mu,",2403,37,M,CHN
"Shen,",2402,35,M,CHN
"Liu,",2400,26,M,CHN
"Xie,",2399,16,M,CHN
"Meng,",2398,15,M,CHN
"Ding,",2392,33,M,CHN
"Peng,",2387,22,M,CHN
"Wang,",2387,27,M,CHN
"Song,",2384,19,M,CHN
"Zhang,",2380,28,M,CHN
"Guo,",2375,29,M,CHN
"Cao,",2370,16,M,CHN
"Huang,",2370,38,M,CHN
"Zhai,",2369,28,M,CHN
"Nie,",2364,24,M,CHN
"Xie,",2361,47,M,CHN
"Zhu,",2361,20,M,CHN
"Jiang,",2360,13,M,CHN
"Ni,",2358,27,M,CHN
"Li,",2356,21,M,CHN
"Liu,",2350,29,M,CHN
"Chen,",2345,17,M,CHN
"Yan,",2344,22,M,CHN
"Yuan,",2341,28,M,CHN
"Chen,",2329,17,M,CHN
"Cong,",2323,13,M,CHN
"Li,",2318,46,M,CHN
"Jia,",2316,34,M,CHN
"Yang,",2314,12,M,CHN
"Xiao,",2313,28,M,CHN
"Jin,",2309,16,M,CHN
"Lan,",2302,29,M,CHN
"Xu,",2296,20,M,CHN
"Xu,",2288,43,M,CHN
"Hou,",2633,30,F,CHN
"Ju,",2563,33,F,CHN
"Tan,",2551,33,F,CHN
"Lei,",2549,27,F,CHN
"Zhu,",2514,22,F,CHN
"Zhao,",2442,39,F,CHN
"Lu,",2441,14,F,CHN
"Shen,",2402,35,F,CHN
"Ding,",2392,33,F,CHN
"Song,",2384,19,F,CHN
"Guo,",2375,29,F,CHN
"Huang,",2370,38,F,CHN
"Zhai,",2369,28,F,CHN
"Ni,",2358,27,F,CHN
"Yan,",2344,22,F,CHN
"Li,",2318,46,F,CHN
"Xiao,",2313,28,F,CHN
"Xu,",2288,43,F,CHN
"Zhang,",2263,35,F,CHN
"Chen,",2257,15,F,CHN
"Li,",2225,31,F,CHN
"Zhang,",2212,21,F,CHN
"Wang,",2211,42,F,CHN
"Sun,",2208,31,F,CHN
"Wang,",2199,16,F,CHN
"Yuan,",2196,24,F,CHN
"Zhang,",2190,25,F,CHN
"Qiu,",2185,29,F,CHN
"Gao,",2177,13,F,CHN
"Zhao,",2158,23,F,CHN
"Wang,",2156,13,F,CHN
"Li,",2156,26,F,CHN
"Xu,",2153,30,F,CHN
"Gu,",2148,39,F,CHN
"Zhao,",2148,14,F,CHN
"Hu,",2137,25,F,CHN
"Xu,",2118,20,F,CHN
"Xu,",2106,36,F,CHN
"Zhou,",2105,16,F,CHN
"Hu,",2101,31,F,CHN
"Li,",2096,48,F,CHN
"Li,",2091,33,F,CHN
"Yang,",2084,23,F,CHN
"Jiang,",2081,14,F,CHN
"Zhu,",2079,41,F,CHN
"Bai,",2070,21,F,CHN
"Hong,",2070,26,F,CHN
"Liu,",2068,28,F,CHN
"Tian,",2068,41,F,CHN
"Du,",2067,23,F,CHN
"Chu,",2066,23,F,CHN
"Ha,Yihan",2060,18,F,CHN
"Ren,",2060,28,F,CHN
"Gao,",2050,9,F,CHN
"Mu,",2048,13,F,CHN
"Fu,",2015,27,F,CHN
Cai,2010,20,F,CHN
"Wen,",2008,20,F,CHN
"Wang,",2004,40,F,CHN
"Peng,",1993,31,F,CHN
"Hu,",1989,37,F,CHN
"Pan,",1982,41,F,CHN
"Wan,",1974,19,F,CHN
"Xu,",1971,27,F,CHN
"Song,",1952,39,F,CHN
"Zhao,",1944,14,F,CHN
"Zhu,",1944,19,F,CHN
"Long,",1937,19,F,CHN
"Yu,",1936,16,F,CHN
"Wang,",1921,20,F,CHN
"Chen,",1920,24,F,CHN
"Cai,",1908,19,F,CHN
"Xiong,",1900,34,F,CHN
"He,",1892,25,F,CHN
"Zhou,",1876,20,F,CHN
"Xue,",1873,22,F,CHN
"Shao,",1868,19,F,CHN
"Guo,",1858,28,F,CHN
"Guo,",1854,13,F,CHN
"Yu,",1851,16,F,CHN
"Men,",1849,23,F,CHN
"Wang,",1849,33,F,CHN
"Wu,",1849,12,F,CHN
"Shen,",1843,19,F,CHN
Zhou,1843,20,F,CHN
"Xue,",1835,11,F,CHN
"Peng,",1817,25,F,CHN
"Wang,",1815,21,F,CHN
"Zhou,",1814,15,F,CHN
"Sun,",1811,19,F,CHN
"Pian,",1808,16,F,CHN
"Cui,",1808,19,F,CHN
"Chen,",1801,18,F,CHN
"Huang,",1782,15,F,CHN
"Ding,",1782,18,F,CHN
"Wang,",1781,17,F,CHN
"Wang,",1780,29,F,CHN
"Huang,",1780,17,F,CHN
"Huang,",1773,14,F,CHN
"He,",1764,21,F,CHN
"Song,",2505,30,M,TPE
"Bai,",2389,17,M,TPE
"Yang,",2157,26,M,TPE
"Liu,",2021,38,M,TPE
"Chen,",1907,12,M,TPE
"Yang,",1904,33,M,TPE
"Wang,",1891,24,M,TPE
"Wu,",1872,18,M,TPE
"Utriainen,",,0,M,TPE
"Hung,",1865,14,M,TPE
"Hung,Chen-Ting",1863,21,M,TPE
"Wang,",1856,16,M,TPE
"Huang,",1838,16,M,TPE
"Lai,",1789,17,M,TPE
"Simpson,",1786,14,M,TPE
"Yu,",1784,19,M,TPE
"Wang,",1779,16,M,TPE
"Lin,",1755,32,M,TPE
"Chen,",1754,24,M,TPE
"Shih,",1747,22,M,TPE
"Lu,",1746,20,M,TPE
"Shih,",1746,23,M,TPE
"Yu,",1737,16,M,TPE
"Wang,",1732,29,M,TPE
"Chang,",1726,19,M,TPE
"Cheng,",1726,22,M,TPE
"Hsu,",1722,17,M,TPE
"Weng,",1722,23,M,TPE
"Yao,",1721,17,M,TPE
"Chen,",1720,43,M,TPE
"Wu,",1718,25,M,TPE
"Wu,",1716,12,M,TPE
"Tsai,",1715,16,M,TPE
"Chen,",1707,15,M,TPE
"Yang,",1705,14,M,TPE
"Huang,",1685,11,M,TPE
"Huang,Hsuan-Chen",1680,18,M,TPE
"Camhi,",1677,52,M,TPE
"Sun,",1675,14,M,TPE
"Chang,",1668,15,M,TPE
"Wong,",1660,44,M,TPE
"Ying,",1649,16,M,TPE
"Wu,",1646,17,M,TPE
"Wang,",1645,29,M,TPE
"Tsai,",1642,16,M,TPE
"Huang,",1640,19,M,TPE
"Wu,",1632,9,M,TPE
"Kan,",1615,15,M,TPE
"Wang,",1612,15,M,TPE
"Huang,",1608,14,M,TPE
"Hung,",1608,10,M,TPE
"Chen,",1604,16,M,TPE
"Chen,",1601,12,M,TPE
"Lin,",1600,16,M,TPE
"Yang,",1600,17,M,TPE
"Yeh,",1599,18,M,TPE
"Hsieh,",1582,11,M,TPE
"Lee,",1581,13,M,TPE
"Lu,",1578,18,M,TPE
"Tsai,",1577,13,M,TPE
"Pu,",1572,16,M,TPE
"Cheng,",1567,13,M,TPE
"Teng,",1565,55,M,TPE
"Chao,",1559,17,M,TPE
"Lin,",1548,17,M,TPE
"Yao,",1546,15,M,TPE
"Huang,",1545,13,M,TPE
"Chao,",1544,10,M,TPE
"Wang,",1543,12,M,TPE
"Yu,",1537,11,M,TPE
"Chiu,",1527,16,M,TPE
"Huang,",1516,12,M,TPE
"Lai,",1506,16,M,TPE
"Chen,",1505,10,M,TPE
"Young,",1492,18,M,TPE
"Tseng,",1486,12,M,TPE
"Wu,",1479,14,M,TPE
"Lien,",1475,13,M,TPE
"Yang,",1473,18,M,TPE
"Lu,",1470,19,M,TPE
"Chao,",1463,14,M,TPE
"Cheng,",1456,10,M,TPE
"Liu,",1456,11,M,TPE
"Lee,",1454,12,M,TPE
"Lee,",1437,51,M,TPE
"Liao,",1435,14,M,TPE
"Wang,",1417,14,M,TPE
"Hsu,",0,15,M,TPE
"Chen,",1754,24,F,TPE
"Shih,",1746,23,F,TPE
"Weng,",1722,23,F,TPE
"Chen,",1720,43,F,TPE
"Tsai,",1715,16,F,TPE
"Wong,",1660,44,F,TPE
"Wang,",1612,15,F,TPE
"Huang,",1608,14,F,TPE
"Chen,",1601,12,F,TPE
"Lee,",1581,13,F,TPE
"Lu,",1578,18,F,TPE
"Teng,",1565,55,F,TPE
"Lai,",1506,16,F,TPE
"Wu,",1479,14,F,TPE
"Lien,",1475,13,F,TPE
"Lu,",1470,19,F,TPE
"Chao,",1463,14,F,TPE
"Cheng,",1456,10,F,TPE
"Liu,",1456,11,F,TPE
"Lee,",1454,12,F,TPE
"Wang,",1417,14,F,TPE
"Hsu,",0,15,F,TPE
"Cuartas,",2535,49,M,COL
Garcia,2519,32,M,COL
Cardoso,2516,20,M,COL
Avila,2511,20,M,COL
Gallego,2486,35,M,COL
Rios,2448,31,M,COL
Ruiz,2433,27,M,COL
Escobar,2420,47,M,COL
"Barrientos,",2415,38,M,COL
Martinez,2393,29,M,COL
Valderrama,2391,31,M,COL
"Sanchez,",2376,35,M,COL
"Hernandez,",2369,28,M,COL
Bobadilla,2363,27,M,COL
Panesso,2356,36,M,COL
"Soto,",2354,21,M,COL
Cordoba,2341,18,M,COL
Hernandez,2339,29,M,COL
"Arenas,",2337,33,M,COL
"Becerra,",2326,33,M,COL
"Mosquera,",2322,45,M,COL
Hernandez,2310,29,M,COL
Campos,2293,17,M,COL
"Torres,",2286,31,M,COL
"Zapata,",2280,66,M,COL
"Gamboa,",2278,62,M,COL
Blanco,2277,41,M,COL
Marin,2275,39,M,COL
Munoz,2274,18,M,COL
"Echavarria,",2268,48,M,COL
Arrieta,2260,23,M,COL
Cadena,2258,31,M,COL
Escobar,2255,31,M,COL
Munoz,2252,38,M,COL
Lopez,2248,15,M,COL
Garzon,2243,13,M,COL
Pena,2243,35,M,COL
"Garavito,",2237,51,M,COL
"Mendoza,",2223,67,M,COL
"Herrera,",2214,33,M,COL
Ruiz,2212,51,M,COL
Blandon,2211,30,M,COL
"Blandon,",2210,26,M,COL
"Tovio,",2208,42,M,COL
Florez,2207,29,M,COL
Lozano,2203,30,M,COL
Otalora,2203,40,M,COL
"Gallego,",2201,24,M,COL
Renteria,2199,50,M,COL
Carrillo,2199,36,M,COL
"Vittorino,",2197,54,M,COL
Vargas,2195,35,M,COL
Diaz,2193,55,M,COL
Gonzalez,2190,27,M,COL
Palencia,2190,43,M,COL
"Cabiativa,",2185,16,M,COL
"Dominguez,",2185,38,M,COL
Torres,2180,24,M,COL
"Castaneda,",2179,38,M,COL
Lopez,2174,19,M,COL
Bolanos,2172,16,M,COL
"Tirado,",2170,33,M,COL
"Olarte,",2170,39,M,COL
"Torrente,",2168,30,M,COL
Rios,2168,53,M,COL
Hernandez,2166,20,M,COL
Nunez,2164,41,M,COL
Ospina,2163,21,M,COL
Londono,2160,21,M,COL
Zuluaga,2154,47,M,COL
"Vanegas,",2152,37,M,COL
Guerrero,2152,32,M,COL
Caballero,2148,19,M,COL
Zapata,2146,23,M,COL
"Pardo,",2145,42,M,COL
"Martinez,",2136,48,M,COL
"Hurtado,",2135,33,M,COL
"Jimenez,",2135,42,M,COL
"Barrios,",2134,56,M,COL
"Rivera,",2134,36,M,COL
"Araque,",2131,56,M,COL
Peinado,2129,41,M,COL
"Ramirez,",2129,65,M,COL
Tobar,2128,20,M,COL
Munoz,2128,40,M,COL
Gonzalez,2127,18,M,COL
Argote,2126,24,M,COL
Corredor,2125,29,M,COL
Montilla,2123,29,M,COL
"Salazar,",2122,50,M,COL
"Martinez,",2117,42,M,COL
Castrillon,2115,29,M,COL
Ramos,2114,27,M,COL
"Cifuentes,",2114,42,M,COL
Reyes,2113,33,M,COL
Pena,2112,56,M,COL
Mora,2110,18,M,COL
"Dorado,",2103,43,M,COL
Chirivi,2102,34,M,COL
"Caballero,",2098,53,M,COL
"Rivera,",2134,36,F,COL
Argote,2126,24,F,COL
Montilla,2123,29,F,COL
Castrillon,2115,29,F,COL
Chirivi,2102,34,F,COL
Franco,2091,37,F,COL
Moncada,2068,20,F,COL
Mogollon,2068,18,F,COL
Chirivi,2063,29,F,COL
Pachon,2042,28,F,COL
Franco,2041,37,F,COL
"Ocampo,",2035,27,F,COL
"Orozco,",2031,36,F,COL
"Dominguez,",1993,25,F,COL
Lopez,1974,19,F,COL
"Chaucanes,",1972,38,F,COL
"Rua,",1971,58,F,COL
Hernandez,1966,26,F,COL
"Mateus,",1957,46,F,COL
Hernandez,1948,20,F,COL
Ruiz,1945,20,F,COL
Salcedo,1943,33,F,COL
Toro,1941,24,F,COL
"Pulido,",1932,35,F,COL
"Villa,",1932,33,F,COL
Munoz,1923,29,F,COL
"Morales,",1918,34,F,COL
Cardona,1914,24,F,COL
Pinillo,1911,22,F,COL
Diaz,1896,14,F,COL
Morales,1895,14,F,COL
"Cardona,",1893,33,F,COL
Ceballos,1891,20,F,COL
Rosado,1878,24,F,COL
Ortegon,1871,31,F,COL
Echeverri,1870,34,F,COL
Moreno,1867,22,F,COL
Vargas,1864,45,F,COL
"Onate,",1861,45,F,COL
Velez,1856,28,F,COL
"Castano,",1854,19,F,COL
Munoz,1854,28,F,COL
"Matta,",1852,43,F,COL
"Cardoso,",1850,24,F,COL
Valencia,1848,17,F,COL
Luque,1843,31,F,COL
Pardo,1843,13,F,COL
Luna,1838,13,F,COL
Valencia,1837,23,F,COL
Rodriguez,1835,25,F,COL
Macias,1835,21,F,COL
Suarez,1830,18,F,COL
"Zambrano,",1827,34,F,COL
Rativa,1822,23,F,COL
Castillo,1821,44,F,COL
Caicedo,1820,22,F,COL
Manzano,1820,20,F,COL
Brito,1816,16,F,COL
Guerra,1814,24,F,COL
Cabrera,1813,17,F,COL
Gomez,1812,20,F,COL
Caro,1808,22,F,COL
"Lizarazo,",1794,38,F,COL
Lopez,1794,22,F,COL
Largo,1793,18,F,COL
Finley,1792,20,F,COL
Valencia,1785,16,F,COL
Melgarejo,1775,17,F,COL
Albor,1772,19,F,COL
"Bolanos,",1766,28,F,COL
"Vargas,",1766,30,F,COL
Jacome,1764,11,F,COL
"Cruz,",1758,38,F,COL
Morales,1757,25,F,COL
Labrador,1753,30,F,COL
Sanchez,1750,26,F,COL
Olier,1747,20,F,COL
Perez,1746,21,F,COL
Bautista,1745,36,F,COL
Molina,1743,30,F,COL
"Beltran,",1743,52,F,COL
Lara,1742,16,F,COL
Avella,1741,26,F,COL
"Lizarazo,",1740,40,F,COL
Mendoza,1739,17,F,COL
Fontecha,1738,16,F,COL
Bonilla,1727,17,F,COL
Quevedo,1724,15,F,COL
Sanchez,1724,29,F,COL
Luna,1719,19,F,COL
Mercado,1719,18,F,COL
Agudelo,1718,17,F,COL
Rincon,1714,25,F,COL
Rodriguez,1710,59,F,COL
"Cuellar,",1709,29,F,COL
"Vargas,",1705,24,F,COL
Alvarado,1703,17,F,COL
Sanchez,1702,19,F,COL
Chiquillo,1702,16,F,COL
Acevedo,1700,15,F,COL
"Abdou,",1772,34,M,COM
Younoussa,1739,34,M,COM
Mchangama,1713,27,M,COM
Quesada,2580,25,M,CUB
Quesada,2577,32,M,CUB
Albornoz,2572,24,M,CUB
Bacallao,2564,36,M,CUB
Miranda,2520,31,M,CUB
Espinosa,2499,37,M,CUB
Vazquez,2495,45,M,CUB
Elias,2489,25,M,CUB
Almeida,2487,43,M,CUB
Diaz,2484,30,M,CUB
Soto,2481,37,M,CUB
Gomez,2480,37,M,CUB
Aguero,2479,33,M,CUB
Fernandez,2470,30,M,CUB
Oliva,2469,30,M,CUB
Berdayes,2463,26,M,CUB
Hernandez,2462,29,M,CUB
Fernandez,CUB,25,M,CUB
Diaz,2459,40,M,CUB
Hevia,2449,33,M,CUB
Martinez,2449,39,M,CUB
Martinez,2441,31,M,CUB
Alvarez,2438,36,M,CUB
Jimenez,2408,34,M,CUB
Hidalgo,2405,16,M,CUB
Gomez,2396,39,M,CUB
Rodriguez,2394,28,M,CUB
Azahares,2386,17,M,CUB
Girones,2385,28,M,CUB
Gallo,2385,21,M,CUB
Ramos,2373,21,M,CUB
Docampo,2371,25,M,CUB
Leon,2366,30,M,CUB
Aguilera,2361,31,M,CUB
Perez,2360,27,M,CUB
Ochoa,,30,M,CUB
Otero,2359,45,M,CUB
Alvarez,2358,22,M,CUB
Yanes,2358,40,M,CUB
Solares,2355,20,M,CUB
Alonso,2352,35,M,CUB
Gomez,2352,62,M,CUB
Borges,2347,58,M,CUB
Perez,2347,21,M,CUB
Vitier,2340,31,M,CUB
Diaz,2334,33,M,CUB
Rodriguez,2331,39,M,CUB
Leyva,2321,40,M,CUB
Pomares,2319,28,M,CUB
Perez,2318,46,M,CUB
Morales,2316,42,M,CUB
Ordaz,2313,36,M,CUB
Vera,2313,63,M,CUB
Dieguez,2308,26,M,CUB
Sieiro,2307,69,M,CUB
Quesada,2306,41,M,CUB
Alvarez,2304,31,M,CUB
Gutierrez,2304,36,M,CUB
Perez,2302,51,M,CUB
Gomez,2301,27,M,CUB
Garcia,2300,34,M,CUB
Perez,CUB,21,M,CUB
Gil,2297,45,M,CUB
Medina,2295,24,M,CUB
Alonso,2289,61,M,CUB
Olivares,2288,40,M,CUB
Otero,2286,19,M,CUB
Camacho,2285,51,M,CUB
Nunez,2284,36,M,CUB
Cabrera,2283,20,M,CUB
Leon,2279,30,M,CUB
Vargas,2278,32,M,CUB
Chavez,2278,26,M,CUB
Piedra,2272,29,M,CUB
Ramirez,2271,17,M,CUB
Larduet,2267,56,M,CUB
Hernandez,2266,39,M,CUB
Morales,2263,26,M,CUB
Soria,2260,44,M,CUB
Gonzalez,2258,17,M,CUB
Almaguel,2256,15,M,CUB
Fernandez,2255,30,M,CUB
Alegre,2253,26,M,CUB
Pulido,2252,46,M,CUB
Estrella,2251,41,M,CUB
Roll,2250,50,M,CUB
Lafont,2248,20,M,CUB
Caballero,2247,18,M,CUB
La,CUB,25,M,CUB
Campos,2245,26,M,CUB
Morales,2245,18,M,CUB
Rodriguez,2243,20,M,CUB
Miranda,2242,37,M,CUB
Fernandez,2241,19,M,CUB
Herrera,2238,14,M,CUB
Torres,2234,18,M,CUB
Batista,2234,41,M,CUB
Duarte,2234,41,M,CUB
Fuentes,2232,46,M,CUB
Romero,2231,43,M,CUB
Ordaz,2313,36,F,CUB
Caballero,2247,18,F,CUB
Miranda,2242,37,F,CUB
Linares,2198,41,F,CUB
Arribas,2160,53,F,CUB
Sierra,2146,22,F,CUB
Rodriguez,CUB,15,F,CUB
Hernandez,2140,20,F,CUB
Muniz,2137,22,F,CUB
Obregon,2137,21,F,CUB
Luis,2136,19,F,CUB
Bosch,2134,20,F,CUB
Montejo,2130,15,F,CUB
Fernandez,2129,24,F,CUB
Forgas,2125,32,F,CUB
Hernandez,2109,21,F,CUB
Gutierrez,2092,29,F,CUB
Catala,2080,38,F,CUB
Ramon,2076,61,F,CUB
Gonzalez,2072,32,F,CUB
Rodriguez,2054,25,F,CUB
Pino,2043,18,F,CUB
Zuaznabal,2039,15,F,CUB
Blanco,2032,32,F,CUB
Ojeda,2029,28,F,CUB
Rivero,2028,36,F,CUB
Cepero,2023,18,F,CUB
Delgado,2021,22,F,CUB
Del,2020,23,F,CUB
Castillo,2015,32,F,CUB
Frometa,2001,61,F,CUB
Fernandez,1999,27,F,CUB
Diaz,1992,19,F,CUB
Lopez,1992,43,F,CUB
Gonzalez,1987,25,F,CUB
Torres,1983,17,F,CUB
Valdes,1983,16,F,CUB
Manso,1979,19,F,CUB
Venzant,1970,23,F,CUB
Fonte,1969,27,F,CUB
Cabrera,CUB,33,F,CUB
Cardenas,1963,37,F,CUB
Alfonso,1953,23,F,CUB
Fandino,1951,56,F,CUB
Palmero,1950,27,F,CUB
Soler,1950,24,F,CUB
Gonzalez,1941,21,F,CUB
Garcia,1940,24,F,CUB
Labrada,1940,23,F,CUB
Galan,1928,15,F,CUB
Cobas,1926,45,F,CUB
Cardenas,1924,16,F,CUB
Pino,1919,18,F,CUB
Ferrer,1918,14,F,CUB
Cabrera,1916,28,F,CUB
Zaldivar,1915,34,F,CUB
Suarez,1912,17,F,CUB
Venero,1907,20,F,CUB
Ramirez,1899,25,F,CUB
Castro,1893,14,F,CUB
Santana,1893,15,F,CUB
Fernandez,1892,25,F,CUB
Mosquera,1869,30,F,CUB
Torres,1856,17,F,CUB
Cardosa,1855,22,F,CUB
Becerra,1854,29,F,CUB
Valdes,1849,15,F,CUB
Morales,1844,61,F,CUB
Batista,1840,25,F,CUB
Hector,1835,15,F,CUB
Luis,1830,16,F,CUB
De,,19,F,CUB
Armas,1808,37,F,CUB
Montoya,1800,25,F,CUB
Reyes,1794,35,F,CUB
Guerrero,1787,16,F,CUB
Rajadel,1787,13,F,CUB
Caballero,1784,13,F,CUB
Jimenez,1778,26,F,CUB
Aguilera,1737,13,F,CUB
Marti,1734,11,F,CUB
Nunez,1728,18,F,CUB
Nieves,1716,13,F,CUB
Barreras,1716,14,F,CUB
Quevedo,1710,12,F,CUB
Olivera,1709,19,F,CUB
Pupo,1706,12,F,CUB
Rodriguez,1705,18,F,CUB
Diaz,1703,17,F,CUB
Rosales,1703,16,F,CUB
Hernandez,1692,21,F,CUB
Aguilera,1691,16,F,CUB
Fernandez,1689,17,F,CUB
Sanchez,1687,14,F,CUB
Escalona,1682,13,F,CUB
Laurencio,1670,14,F,CUB
Rojas,1670,17,F,CUB
Pozo,1665,14,F,CUB
Leonard,1663,13,F,CUB
Aguila,1659,10,F,CUB
"Michaelides,",2313,22,M,CYP
"Isaakidis,",2211,26,M,CYP
"Papatryfonos,",2127,40,M,CYP
"Antoniou,",2087,16,M,CYP
"Klerides,",2053,54,M,CYP
"Cherkasova,",2010,41,M,CYP
"Kassinopoullos,",2000,61,M,CYP
"Savva,",1956,61,M,CYP
"Skettos,",1948,28,M,CYP
"Constantinou,",1944,25,M,CYP
"Florentiades,",1934,51,M,CYP
"Vassiliou,",1909,64,M,CYP
"Kefalas,",1893,30,M,CYP
"Avsitidiysky,",1860,55,M,CYP
"Abatzidis,",1851,63,M,CYP
"Daniil,",1842,15,M,CYP
"Savva,",1842,39,M,CYP
"Konstantinides,",1839,11,M,CYP
"Hadjidemetriou,",1828,16,M,CYP
"Hadjinicolaou,",1826,20,M,CYP
"Koulaxidis,",1823,40,M,CYP
"Bryan,",1821,33,M,CYP
"Daniil,",1794,12,M,CYP
"Papouis,",1773,42,M,CYP
"Theocharous,",1768,18,M,CYP
"Aristotelous,",1759,68,M,CYP
"Saridis,",1751,16,M,CYP
"Kourouyiannis,",1745,38,M,CYP
"Sokolova,",1723,46,M,CYP
"Karathymios,",1722,38,M,CYP
"Vermehren,",1722,17,M,CYP
"Georgiou,",1714,51,M,CYP
"Seraphim,",1711,22,M,CYP
"Hadjiyiannis,",1709,74,M,CYP
"Paunescu,",1697,10,M,CYP
"Skouroupathis,",1695,9,M,CYP
"Markidou,",1685,47,M,CYP
"Human,",1681,43,M,CYP
"Hristov,",1680,43,M,CYP
"Murali,",1669,12,M,CYP
"Pica,",1663,15,M,CYP
"Chiras,",1655,15,M,CYP
"Karaolis,",1652,12,M,CYP
"Sokolova,",1652,15,M,CYP
"Kyriakides,",1649,14,M,CYP
"Christodoulides,",1644,64,M,CYP
"Ioannou,",1639,15,M,CYP
"Markides,",1634,48,M,CYP
"Konstantinou,",1618,29,M,CYP
"Komodromos,",1617,14,M,CYP
"Artemiou,",1614,19,M,CYP
"Hadjiefstathiou,",1612,16,M,CYP
"Bouzana,",1600,15,M,CYP
"Pakkoutis,",1597,18,M,CYP
"Amvrosiades,",1586,13,M,CYP
"Bannoura,",1554,11,M,CYP
"Ozbil,",1549,38,M,CYP
"Haiduk,",1542,18,M,CYP
"Ioannides,",1536,17,M,CYP
"Tsakalidis,",1525,13,M,CYP
"Soslaidi,",1519,55,M,CYP
"Artemis,",1513,13,M,CYP
"Lomadze,",1513,12,M,CYP
"Kalopedi,",1497,54,M,CYP
"Migutskiy,",1497,15,M,CYP
"Christodoulou,",1493,11,M,CYP
"Sarkisian,",1488,13,M,CYP
"Anant,",1486,18,M,CYP
"Potamou,",1485,15,M,CYP
"Stavrou,",1476,13,M,CYP
"Zacharopoullos,",1476,35,M,CYP
"Kravets,",1473,14,M,CYP
"Pataisias,",1466,11,M,CYP
"Kourtoumbellides,",1460,15,M,CYP
"Katsikidis,",1459,11,M,CYP
"Lioudakis,",1458,11,M,CYP
"Constantinou,",1456,11,M,CYP
"Salamiotis,",1455,17,M,CYP
"Stefanos,",1454,9,M,CYP
El,1453,16,M,CYP
"Pafitis,",1447,14,M,CYP
"Pakkoutis,",1441,14,M,CYP
"Yakovlev,",1441,14,M,CYP
"Gkogkorna,",1439,12,M,CYP
"Georgiou,",1437,12,M,CYP
"Savvides,",1436,14,M,CYP
"Vasiliou,",1431,14,M,CYP
"Antoniou,",1428,10,M,CYP
"Glykis,",1428,13,M,CYP
"Moysi,",1420,14,M,CYP
"Vrountou,",1416,15,M,CYP
"Kiselev,",1414,15,M,CYP
"Kogun,",1410,17,M,CYP
"Kosmidis,",1405,14,M,CYP
"Biskas,",1401,12,M,CYP
"Cherkasova,",2010,41,F,CYP
"Sokolova,",1723,46,F,CYP
"Paunescu,",1697,10,F,CYP
"Markidou,",1685,47,F,CYP
"Pica,",1663,15,F,CYP
"Sokolova,",1652,15,F,CYP
"Bouzana,",1600,15,F,CYP
"Ozbil,",1549,38,F,CYP
"Haiduk,",1542,18,F,CYP
"Soslaidi,",1519,55,F,CYP
"Kalopedi,",1497,54,F,CYP
"Sarkisian,",1488,13,F,CYP
"Anant,",1486,18,F,CYP
"Kourtoumbellides,",1460,15,F,CYP
"Georgiou,",1437,12,F,CYP
"Navara,",2674,39,M,CZE
"Nguyen,",2670,23,M,CZE
"Laznicka,",2585,36,M,CZE
"Michalik,",2562,34,M,CZE
"Hracek,",2541,54,M,CZE
"Zilka,",2539,36,M,CZE
"Krejci,",2526,32,M,CZE
"Kriebel,",2512,29,M,CZE
"Babula,",2496,51,M,CZE
"Bernasek,",2496,38,M,CZE
"Stocek,",2484,47,M,CZE
"Kociscak,",2477,31,M,CZE
"Vykouk,",2473,24,M,CZE
"Finek,",2472,14,M,CZE
"Polak,",2470,50,M,CZE
"Petr,",2468,36,M,CZE
"Ponizil,",2465,33,M,CZE
"Plat,",2464,30,M,CZE
"Vlasak,",2458,31,M,CZE
"Kraus,",2457,29,M,CZE
"Votava,",2452,50,M,CZE
"Simacek,",2452,45,M,CZE
"Zwardon,",2446,34,M,CZE
"Rubes,",2446,29,M,CZE
"Cernousek,",2445,41,M,CZE
"Stalmach,",2444,18,M,CZE
"Cvek,",2437,45,M,CZE
"Malinovsky,",2432,36,M,CZE
"Jirovsky,",2430,50,M,CZE
"Neuman,",2426,46,M,CZE
"Haba,",2425,59,M,CZE
"Straka,",2424,31,M,CZE
"Piesik,",2421,34,M,CZE
"Gnojek,",2420,19,M,CZE
"Rasik,",2420,51,M,CZE
"Biolek,",2414,34,M,CZE
"Nemec,",2411,16,M,CZE
"Hrbek,",2407,18,M,CZE
"Cifka,",2406,37,M,CZE
"Bures,",2405,31,M,CZE
"Rydl,",2404,26,M,CZE
"Miesbauer,",2402,23,M,CZE
"Kusa,",2401,19,M,CZE
"Pulpan,",2398,26,M,CZE
"Jirovsky,",2396,46,M,CZE
